q1,q2,q3,q4,q5,mis1,mis2,mis3,mis4,mis5,sample
5.584,6.397,6.901,7.426,4.550,0.142,0.076,0.069,0.067,0.072,mod
10.920,10.201,9.470,8.678,8.776,0.048,0.009,0.012,0.011,0.009,mod
9.978,10.718,11.005,11.367,14.352,0.046,0.077,0.107,0.048,0.059,mod
9.456,9.152,10.943,8.258,7.024,0.011,0.119,0.067,0.143,0.080,mod
7.122,6.030,7.885,9.107,7.209,0.059,0.163,0.074,0.048,0.182,mod
7.936,8.155,13.040,9.533,9.409,0.007,0.079,0.032,0.009,0.137,mod
9.918,9.729,6.567,7.943,9.133,0.031,0.022,0.198,0.183,0.071,mod
5.737,9.011,11.696,9.607,13.637,0.045,0.026,0.024,0.028,0.006,mod
6.396,8.283,10.783,10.316,5.561,0.062,0.138,0.043,0.087,0.100,mod
7.830,10.261,6.800,8.146,7.430,0.098,0.118,0.284,0.115,0.271,mod
7.391,4.400,7.029,5.493,8.311,0.028,0.373,0.010,0.018,0.118,mod
17.142,15.876,16.674,11.733,7.077,0.020,0.025,0.022,0.025,0.208,mod
13.463,12.906,14.651,10.778,7.929,0.058,0.046,0.024,0.022,0.069,mod
9.736,10.225,8.479,6.553,7.007,0.068,0.023,0.392,0.310,0.186,mod
15.552,13.240,9.280,10.665,12.598,0.017,0.021,0.560,0.222,0.081,mod
9.728,6.034,7.892,9.037,8.726,0.083,0.121,0.150,0.236,0.477,mod
7.498,6.507,6.237,5.562,7.714,0.248,0.440,0.199,0.212,0.091,mod
6.056,6.680,6.726,8.367,8.207,0.144,0.229,0.061,0.039,0.043,mod
20.976,14.263,9.148,10.199,8.574,0.003,0.021,0.007,0.003,0.185,mod
7.994,10.340,12.629,11.181,9.309,0.374,0.049,0.096,0.097,0.174,mod
10.105,10.879,8.976,7.672,7.128,0.028,0.064,0.072,0.219,0.170,mod
6.641,6.786,5.839,5.273,5.096,0.067,0.057,0.098,0.110,0.159,mod
9.422,6.202,8.266,9.407,5.288,0.086,0.028,0.038,0.075,0.114,mod
6.944,6.630,4.989,7.466,7.050,0.037,0.073,0.050,0.040,0.220,mod
7.072,9.736,6.077,5.805,4.745,0.212,0.182,0.319,0.237,0.095,mod
10.316,5.561,8.402,9.067,10.101,0.087,0.100,0.109,0.032,0.050,mod
9.717,5.654,6.660,8.673,9.934,0.066,0.104,0.268,0.047,0.013,mod
7.308,8.471,6.603,6.669,8.289,0.093,0.090,0.175,0.188,0.130,mod
7.884,7.460,7.948,6.003,8.384,0.368,0.126,0.442,0.189,0.189,mod
9.429,9.716,14.979,13.704,15.231,0.021,0.229,0.033,0.138,0.046,mod
6.730,6.464,7.305,9.480,8.119,0.061,0.046,0.047,0.008,0.110,mod
4.151,5.338,7.096,7.315,9.294,0.107,0.174,0.191,0.008,0.211,mod
7.650,5.251,6.479,6.090,5.627,0.163,0.369,0.066,0.064,0.094,mod
7.473,6.838,7.716,10.413,10.310,0.270,0.182,0.159,0.085,0.045,mod
7.314,7.564,5.077,6.140,5.083,0.142,0.078,0.119,0.207,0.182,mod
8.650,9.682,12.142,13.268,12.269,0.065,0.038,0.077,0.007,0.041,mod
10.987,6.723,6.292,6.098,8.576,0.015,0.191,0.357,0.060,0.015,mod
5.896,8.197,7.452,7.205,8.766,0.229,0.022,0.428,0.310,0.153,mod
11.939,10.479,10.998,8.072,7.413,0.028,0.028,0.047,0.309,0.437,mod
6.920,7.461,9.805,6.490,5.122,0.303,0.014,0.029,0.184,0.067,mod
6.497,6.995,7.615,9.215,9.056,0.089,0.099,0.099,0.041,0.043,mod
9.833,7.129,4.530,5.222,4.255,0.147,0.153,0.143,0.261,0.466,mod
10.284,12.805,10.161,9.289,6.879,0.071,0.085,0.054,0.469,0.198,mod
5.822,6.173,7.137,7.112,8.600,0.171,0.361,0.403,0.219,0.053,mod
16.621,19.984,12.812,9.865,7.889,0.000,0.000,0.209,0.026,0.138,mod
7.494,7.039,6.339,5.246,5.959,0.026,0.181,0.032,0.046,0.038,mod
13.542,12.584,7.898,5.086,5.067,0.061,0.051,0.021,0.364,0.014,mod
10.271,9.058,12.013,12.397,8.621,0.101,0.233,0.217,0.257,0.058,mod
6.083,7.972,7.265,7.307,10.122,0.149,0.037,0.041,0.599,0.054,mod
13.772,16.645,10.199,6.739,7.398,0.098,0.054,0.253,0.339,0.258,mod
8.125,9.728,10.334,9.912,8.910,0.031,0.017,0.007,0.035,0.013,mod
5.664,8.458,7.281,8.556,7.835,0.290,0.036,0.150,0.039,0.076,mod
21.976,16.942,10.074,9.183,8.475,0.030,0.053,0.049,0.068,0.066,mod
7.940,7.693,6.960,6.815,6.889,0.068,0.051,0.198,0.310,0.254,mod
9.242,11.598,6.580,7.084,8.675,0.011,0.005,0.022,0.214,0.016,mod
5.793,7.274,6.284,7.336,7.567,0.172,0.135,0.171,0.006,0.006,mod
6.353,6.395,8.257,10.215,8.122,0.319,0.635,0.275,0.024,0.268,mod
5.446,5.960,7.936,8.155,13.040,0.133,0.152,0.007,0.079,0.032,mod
9.341,9.115,7.929,9.339,11.634,0.213,0.187,0.172,0.005,0.222,mod
8.841,7.461,7.413,6.961,7.399,0.068,0.086,0.024,0.026,0.143,mod
7.509,6.714,10.980,15.000,11.808,0.273,0.281,0.055,0.020,0.598,mod
8.042,7.222,7.747,6.865,5.637,0.007,0.047,0.040,0.081,0.160,mod
6.894,6.026,6.148,8.415,9.709,0.229,0.154,0.112,0.037,0.014,mod
9.186,7.345,7.018,8.880,8.232,0.034,0.087,0.174,0.095,0.179,mod
8.732,9.393,16.392,17.030,11.627,0.017,0.157,0.040,0.060,0.157,mod
7.722,8.039,10.258,12.091,10.496,0.449,0.189,0.350,0.055,0.413,mod
7.289,8.562,6.839,9.831,8.440,0.064,0.069,0.129,0.078,0.080,mod
10.153,8.300,7.526,11.242,9.229,0.065,0.124,0.351,0.033,0.154,mod
9.167,8.351,11.159,11.749,8.553,0.027,0.015,0.043,0.035,0.007,mod
6.000,6.474,5.644,5.553,5.793,0.139,0.106,0.217,0.072,0.320,mod
5.859,6.492,8.674,6.607,8.012,0.190,0.126,0.015,0.312,0.043,mod
8.076,7.000,7.216,4.961,5.087,0.066,0.274,0.336,0.177,0.063,mod
6.083,6.323,6.579,6.904,6.502,0.068,0.276,0.150,0.248,0.075,mod
5.836,7.453,12.068,11.711,9.645,0.023,0.048,0.018,0.090,0.030,mod
7.819,7.666,10.243,12.148,8.580,0.063,0.124,0.147,0.013,0.043,mod
8.867,6.666,5.255,5.957,5.732,0.045,0.033,0.056,0.045,0.117,mod
11.821,7.662,6.698,6.069,6.477,0.018,0.025,0.066,0.191,0.260,mod
6.257,6.062,6.624,9.213,12.193,0.050,0.104,0.107,0.045,0.058,mod
12.034,11.865,10.812,12.537,7.828,0.086,0.033,0.014,0.023,0.005,mod
7.066,6.329,7.043,7.770,8.817,0.078,0.161,0.488,0.013,0.007,mod
6.634,6.635,5.447,7.484,9.617,0.130,0.030,0.166,0.062,0.271,mod
7.995,6.049,7.168,7.458,8.041,0.095,0.361,0.180,0.047,0.064,mod
12.191,8.078,7.775,7.508,6.239,0.020,0.059,0.239,0.436,0.576,mod
9.451,8.651,9.129,6.159,7.335,0.018,0.172,0.018,0.066,0.096,mod
7.045,8.459,6.122,6.929,6.518,0.152,0.014,0.244,0.137,0.480,mod
9.339,11.634,16.543,12.027,8.206,0.005,0.222,0.012,0.259,0.241,mod
7.193,7.293,6.923,7.237,6.632,0.203,0.126,0.172,0.190,0.175,mod
7.889,6.271,7.065,6.898,4.585,0.372,0.278,0.050,0.085,0.065,mod
9.915,9.421,11.399,6.485,8.911,0.006,0.185,0.002,0.014,0.031,mod
11.595,14.294,11.169,5.985,6.243,0.058,0.056,0.035,0.029,0.024,mod
10.688,10.133,10.669,6.186,6.151,0.189,0.029,0.112,0.050,0.159,mod
5.477,5.840,7.355,8.735,10.328,0.369,0.356,0.138,0.045,0.093,mod
6.305,6.180,6.276,5.747,6.530,0.065,0.039,0.039,0.039,0.080,mod
12.651,9.506,7.422,7.965,8.601,0.045,0.121,0.528,0.633,0.507,mod
9.226,10.221,9.479,8.957,8.367,0.133,0.023,0.164,0.463,0.066,mod
7.778,7.822,5.223,10.860,10.028,0.028,0.066,0.016,0.001,0.003,mod
8.573,7.224,4.837,7.605,7.574,0.303,0.042,0.063,0.091,0.202,mod
8.312,9.710,11.570,11.005,9.062,0.060,0.256,0.029,0.053,0.051,mod
7.624,6.153,6.946,6.537,5.502,0.126,0.217,0.134,0.150,0.109,mod
6.386,12.352,12.146,6.588,8.652,0.207,0.096,0.086,0.123,0.027,mod
9.421,11.399,6.485,8.911,11.121,0.185,0.002,0.014,0.031,0.021,mod
10.882,12.503,7.243,7.125,9.075,0.041,0.080,0.137,0.289,0.046,mod
9.220,7.366,11.179,10.122,9.206,0.043,0.143,0.125,0.037,0.106,mod
12.411,11.238,10.820,11.533,6.579,0.004,0.017,0.047,0.004,0.213,mod
10.140,6.243,7.972,15.354,16.128,0.091,0.180,0.266,0.036,0.016,mod
6.360,5.906,5.683,6.858,6.711,0.030,0.052,0.132,0.093,0.043,mod
7.230,7.837,7.090,7.941,7.938,0.057,0.136,0.364,0.427,0.007,mod
12.454,10.343,10.095,7.314,7.863,0.125,0.137,0.106,0.158,0.174,mod
12.906,20.326,20.373,13.521,7.108,0.065,0.025,0.022,0.061,0.255,mod
6.126,6.360,7.188,6.904,6.581,0.080,0.073,0.189,0.168,0.200,mod
6.103,6.240,4.622,5.790,7.726,0.014,0.041,0.181,0.028,0.015,mod
6.671,7.146,8.242,7.412,11.351,0.111,0.106,0.009,0.139,0.027,mod
7.904,7.123,5.747,6.358,6.964,0.080,0.074,0.096,0.055,0.136,mod
6.272,7.309,6.557,5.096,5.841,0.158,0.148,0.285,0.153,0.186,mod
7.033,6.532,8.377,9.199,7.925,0.145,0.113,0.167,0.114,0.257,mod
10.261,11.096,12.681,10.458,11.910,0.007,0.112,0.014,0.115,0.068,mod
6.029,7.314,10.887,7.040,8.927,0.119,0.089,0.165,0.020,0.203,mod
13.264,13.075,10.879,9.395,10.217,0.164,0.011,0.059,0.355,0.233,mod
5.304,4.941,5.892,5.613,7.487,0.212,0.128,0.014,0.096,0.012,mod
8.837,8.438,16.809,22.520,15.128,0.099,0.229,0.017,0.009,0.075,mod
7.361,5.239,6.715,11.056,12.311,0.032,0.170,0.402,0.110,0.119,mod
4.666,4.872,5.362,5.920,6.558,0.038,0.135,0.058,0.366,0.105,mod
9.058,9.564,7.475,4.916,7.399,0.029,0.032,0.294,0.240,0.022,mod
6.123,7.735,11.906,7.167,7.479,0.129,0.116,0.075,0.144,0.087,mod
12.819,8.546,9.191,9.513,8.303,0.076,0.018,0.006,0.008,0.041,mod
10.338,12.524,9.178,8.931,8.452,0.033,0.015,0.130,0.030,0.075,mod
12.253,6.627,5.336,6.592,5.928,0.006,0.033,0.145,0.040,0.325,mod
7.641,8.182,10.436,8.629,7.629,0.075,0.074,0.026,0.062,0.240,mod
15.052,15.818,14.533,6.814,9.104,0.033,0.017,0.024,0.083,0.145,mod
6.796,7.147,6.843,7.834,7.724,0.099,0.056,0.190,0.096,0.020,mod
5.597,5.618,6.056,4.534,5.863,0.109,0.128,0.067,0.386,0.381,mod
8.946,11.224,6.044,10.556,8.087,0.043,0.041,0.077,0.048,0.169,mod
6.062,6.624,9.213,12.193,10.430,0.104,0.107,0.045,0.058,0.074,mod
12.328,9.546,6.793,7.364,7.202,0.086,0.247,0.357,0.065,0.405,mod
9.864,10.377,16.832,16.800,8.911,0.319,0.300,0.003,0.011,0.016,mod
13.096,9.888,3.883,8.043,5.226,0.038,0.056,0.043,0.102,0.071,mod
8.901,6.919,6.300,6.316,7.105,0.066,0.085,0.142,0.127,0.041,mod
14.447,9.531,10.153,11.271,9.585,0.002,0.008,0.004,0.100,0.291,mod
7.848,8.613,7.960,7.806,7.173,0.068,0.187,0.057,0.424,0.247,mod
6.057,6.374,8.921,6.116,7.555,0.019,0.503,0.064,0.063,0.048,mod
8.372,6.018,7.456,4.949,6.386,0.106,0.407,0.120,0.367,0.207,mod
11.436,6.202,8.090,6.275,6.396,0.065,0.084,0.056,0.090,0.191,mod
6.293,6.843,8.416,7.477,9.624,0.117,0.098,0.053,0.015,0.027,mod
10.034,10.731,8.209,7.670,6.928,0.379,0.034,0.004,0.225,0.105,mod
12.681,10.458,11.910,13.806,10.996,0.014,0.115,0.068,0.014,0.014,mod
7.083,8.283,6.475,7.536,7.211,0.333,0.157,0.366,0.097,0.282,mod
4.888,4.884,4.683,4.512,5.516,0.024,0.356,0.045,0.120,0.315,mod
6.315,6.729,7.088,7.602,8.543,0.065,0.338,0.108,0.093,0.158,mod
7.282,9.105,8.708,11.536,13.200,0.237,0.046,0.052,0.034,0.013,mod
10.623,11.998,8.146,8.282,8.308,0.005,0.042,0.447,0.344,0.172,mod
11.044,7.628,10.821,7.030,9.057,0.014,0.062,0.019,0.266,0.212,mod
10.431,13.232,10.396,5.018,6.412,0.025,0.056,0.016,0.076,0.181,mod
8.623,10.118,10.618,5.202,5.641,0.199,0.164,0.028,0.072,0.048,mod
9.975,7.211,8.137,6.551,7.860,0.052,0.063,0.166,0.223,0.177,mod
9.755,10.375,9.266,7.982,9.683,0.051,0.145,0.164,0.478,0.031,mod
6.973,4.879,6.924,8.729,10.453,0.064,0.053,0.046,0.025,0.012,mod
9.283,8.823,3.707,4.156,7.677,0.040,0.021,0.086,0.037,0.065,mod
7.876,6.767,5.838,6.462,5.050,0.065,0.126,0.135,0.063,0.109,mod
7.327,10.266,11.877,7.772,9.209,0.075,0.092,0.057,0.061,0.059,mod
13.661,6.678,8.064,6.359,9.767,0.045,0.072,0.129,0.031,0.146,mod
11.957,13.463,12.906,14.651,10.778,0.026,0.058,0.046,0.024,0.022,mod
5.206,7.019,7.714,6.831,8.017,0.521,0.050,0.032,0.013,0.160,mod
7.881,9.374,11.412,8.990,8.927,0.322,0.505,0.076,0.106,0.356,mod
8.801,7.254,7.479,7.680,10.273,0.304,0.154,0.275,0.494,0.707,mod
6.014,7.797,9.246,8.139,9.767,0.020,0.017,0.020,0.017,0.003,mod
8.960,10.178,6.344,7.025,7.462,0.146,0.036,0.142,0.086,0.216,mod
10.199,6.739,7.398,6.610,10.230,0.253,0.339,0.258,0.304,0.022,mod
5.122,5.596,4.817,4.863,7.212,0.067,0.082,0.131,0.365,0.038,mod
7.466,8.795,7.705,7.036,6.481,0.713,0.120,0.070,0.157,0.090,mod
7.074,5.541,5.718,7.625,8.737,0.054,0.081,0.238,0.227,0.033,mod
5.352,5.603,5.985,7.002,7.639,0.160,0.307,0.280,0.303,0.012,mod
6.717,4.902,5.571,6.106,5.871,0.323,0.190,0.439,0.523,0.100,mod
11.231,8.542,8.640,9.429,13.469,0.099,0.182,0.275,0.645,0.704,mod
9.564,7.475,4.916,7.399,7.896,0.032,0.294,0.240,0.022,0.025,mod
9.842,5.786,7.931,8.134,7.455,0.132,0.137,0.290,0.352,0.439,mod
9.604,10.745,9.214,12.574,8.858,0.089,0.064,0.187,0.039,0.094,mod
6.127,5.592,4.280,6.659,7.451,0.184,0.095,0.130,0.043,0.043,mod
9.289,6.879,9.194,11.429,16.875,0.469,0.198,0.171,0.088,0.028,mod
6.782,9.458,12.772,10.222,8.871,0.090,0.163,0.042,0.027,0.127,mod
6.811,9.026,7.775,8.753,10.269,0.173,0.021,0.135,0.169,0.155,mod
12.217,9.406,7.695,9.456,9.152,0.010,0.011,0.317,0.011,0.119,mod
16.608,12.265,6.312,8.696,5.888,0.011,0.051,0.061,0.019,0.154,mod
6.900,6.031,6.268,6.125,7.127,0.009,0.051,0.063,0.129,0.186,mod
8.024,6.909,5.375,5.916,6.217,0.111,0.202,0.136,0.347,0.078,mod
9.094,6.389,8.244,12.389,11.703,0.166,0.120,0.245,0.177,0.223,mod
12.146,6.588,8.652,7.703,9.649,0.086,0.123,0.027,0.072,0.181,mod
10.205,10.025,7.333,6.917,7.740,0.021,0.033,0.122,0.132,0.385,mod
7.791,6.127,5.592,4.280,6.659,0.038,0.184,0.095,0.130,0.043,mod
9.188,14.475,10.827,8.106,12.235,0.031,0.021,0.391,0.326,0.000,mod
6.202,8.090,6.275,6.396,7.382,0.084,0.056,0.090,0.191,0.042,mod
9.494,7.979,8.904,10.172,10.706,0.039,0.051,0.060,0.006,0.040,mod
13.037,10.974,8.640,8.291,7.868,0.001,0.008,0.364,0.405,0.765,mod
8.893,10.284,7.810,7.372,6.454,0.446,0.128,0.250,0.138,0.031,mod
13.993,8.145,11.436,16.149,13.344,0.000,0.007,0.001,0.001,0.007,mod
6.907,5.811,5.887,5.667,11.132,0.185,0.192,0.171,0.244,0.036,mod
9.836,6.842,8.432,11.209,11.282,0.023,0.254,0.382,0.018,0.031,mod
9.385,9.057,8.391,10.526,10.193,0.037,0.109,0.173,0.008,0.008,mod
7.581,10.611,7.999,7.786,8.470,0.514,0.043,0.063,0.076,0.125,mod
12.208,10.759,11.499,11.878,8.386,0.047,0.106,0.029,0.028,0.205,mod
12.664,10.034,15.702,11.986,8.283,0.140,0.053,0.019,0.077,0.088,mod
7.516,10.866,10.684,6.900,8.122,0.265,0.061,0.144,0.288,0.248,mod
5.220,5.093,7.814,8.812,8.298,0.248,0.136,0.602,0.012,0.029,mod
8.780,9.480,12.382,10.099,9.127,0.439,0.047,0.019,0.016,0.038,mod
5.733,8.101,7.497,9.368,6.147,0.057,0.078,0.181,0.090,0.155,mod
5.490,5.478,6.213,6.279,6.068,0.127,0.143,0.326,0.082,0.108,mod
9.524,10.806,7.433,8.421,10.499,0.030,0.012,0.022,0.065,0.023,mod
5.920,5.028,5.950,8.095,6.682,0.478,0.245,0.165,0.022,0.067,mod
5.864,5.601,5.598,7.042,7.520,0.074,0.289,0.058,0.029,0.330,mod
11.352,8.423,8.419,6.003,6.412,0.021,0.023,0.086,0.159,0.149,mod
9.394,9.813,10.271,7.438,7.488,0.113,0.054,0.024,0.383,0.289,mod
10.177,9.377,8.409,9.211,8.393,0.129,0.318,0.368,0.049,0.225,mod
11.439,9.338,7.896,7.215,9.657,0.015,0.132,0.044,0.286,0.000,mod
6.774,7.193,7.293,6.923,7.237,0.222,0.203,0.126,0.172,0.190,mod
9.240,7.105,7.752,10.780,11.658,0.125,0.617,0.041,0.011,0.013,mod
8.452,9.454,8.347,8.507,7.503,0.075,0.253,0.085,0.430,0.056,mod
5.724,8.383,10.399,10.181,10.299,0.050,0.062,0.012,0.014,0.052,mod
6.836,6.559,5.680,4.938,5.788,0.281,0.212,0.392,0.179,0.231,mod
7.657,5.852,6.907,7.917,9.123,0.214,0.222,0.544,0.066,0.042,mod
9.548,13.991,14.082,6.948,7.477,0.241,0.000,0.024,0.022,0.026,mod
10.001,12.336,11.376,9.106,10.242,0.047,0.107,0.042,0.136,0.157,mod
11.241,10.606,5.525,5.341,5.280,0.105,0.117,0.057,0.029,0.025,mod
7.598,7.903,8.212,8.014,10.536,0.187,0.263,0.064,0.442,0.200,mod
11.608,9.657,4.379,4.862,6.183,0.137,0.093,0.044,0.156,0.351,mod
10.146,5.195,10.021,14.376,5.423,0.113,0.234,0.023,0.017,0.029,mod
9.646,5.151,9.224,6.163,8.724,0.130,0.111,0.079,0.187,0.252,mod
9.740,9.511,7.445,7.104,6.807,0.034,0.031,0.063,0.047,0.051,mod
9.069,9.020,8.203,7.297,7.753,0.124,0.044,0.193,0.231,0.313,mod
9.972,9.054,8.992,11.248,13.130,0.112,0.565,0.316,0.248,0.132,mod
7.990,9.605,7.172,10.314,12.578,0.105,0.056,0.253,0.037,0.023,mod
5.219,8.330,7.260,11.600,15.051,0.086,0.016,0.137,0.022,0.022,mod
9.051,9.066,9.775,9.613,10.041,0.105,0.042,0.059,0.073,0.074,mod
9.870,10.642,5.637,6.695,4.488,0.054,0.025,0.028,0.032,0.070,mod
6.187,9.151,9.880,10.068,12.505,0.360,0.041,0.008,0.102,0.012,mod
5.166,6.239,7.523,9.969,12.200,0.065,0.125,0.027,0.027,0.015,mod
6.938,9.270,14.299,19.228,13.872,0.597,0.005,0.024,0.003,0.029,mod
15.270,10.808,7.353,5.409,6.325,0.123,0.073,0.103,0.089,0.040,mod
16.622,12.889,15.242,14.374,12.952,0.034,0.068,0.072,0.074,0.079,mod
5.986,5.336,7.255,6.094,12.230,0.165,0.223,0.015,0.277,0.008,mod
8.652,7.837,10.095,10.906,7.576,0.120,0.146,0.079,0.053,0.065,mod
4.773,5.744,5.136,5.181,5.459,0.361,0.007,0.066,0.045,0.038,mod
6.674,7.515,8.597,6.937,10.610,0.060,0.119,0.007,0.158,0.057,mod
10.892,9.853,9.094,6.389,8.244,0.089,0.087,0.166,0.120,0.245,mod
7.551,8.882,9.865,9.728,6.034,0.033,0.115,0.036,0.083,0.121,mod
7.468,7.381,10.097,5.741,6.813,0.207,0.092,0.070,0.287,0.378,mod
9.112,6.332,5.586,11.323,12.221,0.098,0.046,0.428,0.002,0.003,mod
5.758,8.210,11.055,8.452,11.194,0.055,0.011,0.009,0.022,0.007,mod
9.495,15.614,13.880,13.881,13.304,0.128,0.026,0.107,0.125,0.135,mod
7.319,10.887,9.821,9.149,5.433,0.498,0.040,0.215,0.035,0.135,mod
8.743,11.141,15.552,13.240,9.280,0.073,0.057,0.017,0.021,0.560,mod
6.444,7.183,6.711,6.331,6.671,0.071,0.065,0.093,0.127,0.111,mod
11.096,12.681,10.458,11.910,13.806,0.112,0.014,0.115,0.068,0.014,mod
7.897,6.135,6.844,6.277,7.074,0.205,0.036,0.083,0.057,0.036,mod
8.053,8.372,8.224,11.881,9.941,0.027,0.036,0.336,0.007,0.031,mod
12.446,8.066,6.283,6.377,5.487,0.042,0.106,0.040,0.096,0.179,mod
6.850,5.477,5.840,7.355,8.735,0.021,0.369,0.356,0.138,0.045,mod
10.393,8.789,7.613,10.510,9.987,0.016,0.066,0.089,0.024,0.073,mod
6.359,5.624,6.123,7.735,11.906,0.077,0.074,0.129,0.116,0.075,mod
7.923,7.587,7.598,7.870,9.187,0.041,0.129,0.092,0.153,0.129,mod
5.869,9.757,9.221,7.865,12.934,0.091,0.031,0.070,0.157,0.108,mod
5.000,7.333,5.333,10.000,9.333,0.000,0.000,0.000,0.000,0.000,mod
6.627,5.336,6.592,5.928,6.788,0.033,0.145,0.040,0.325,0.371,mod
5.821,8.169,10.367,11.104,9.678,0.146,0.040,0.074,0.067,0.100,mod
11.496,7.802,7.032,7.146,5.822,0.199,0.237,0.240,0.232,0.093,mod
8.294,4.500,7.966,16.621,19.984,0.062,0.254,0.026,0.000,0.000,mod
12.369,11.125,8.659,6.973,8.443,0.140,0.039,0.108,0.275,0.442,mod
9.353,12.264,9.783,15.690,15.334,0.187,0.005,0.146,0.010,0.002,mod
9.868,12.923,13.126,7.724,6.938,0.439,0.027,0.010,0.016,0.597,mod
6.922,7.739,10.468,10.664,8.412,0.085,0.153,0.006,0.018,0.438,mod
13.360,9.440,7.656,6.957,6.978,0.033,0.058,0.340,0.311,0.081,mod
6.084,5.454,4.619,5.573,5.163,0.024,0.041,0.146,0.024,0.350,mod
7.455,8.455,6.906,9.036,6.561,0.439,0.092,0.284,0.041,0.378,mod
6.293,7.719,5.528,6.318,4.889,0.088,0.078,0.286,0.252,0.052,mod
7.747,6.865,5.637,4.468,4.779,0.040,0.081,0.160,0.079,0.112,mod
7.749,9.953,10.629,13.360,9.440,0.221,0.073,0.793,0.033,0.058,mod
8.577,7.006,7.829,7.734,7.013,0.056,0.123,0.121,0.057,0.137,mod
9.925,15.318,15.025,8.986,10.880,0.016,0.005,0.003,0.138,0.032,mod
5.329,5.433,3.902,7.370,9.172,0.089,0.057,0.026,0.064,0.045,mod
6.752,6.095,5.861,5.715,6.425,0.174,0.089,0.163,0.163,0.040,mod
9.114,7.907,6.585,6.253,7.855,0.081,0.235,0.258,0.095,0.044,mod
5.747,6.530,9.780,13.927,11.562,0.039,0.080,0.029,0.027,0.014,mod
6.454,5.404,6.083,7.972,7.265,0.231,0.343,0.149,0.037,0.041,mod
8.445,6.667,8.134,6.429,7.608,0.003,0.011,0.005,0.038,0.035,mod
7.884,6.480,6.478,7.017,7.239,0.002,0.067,0.026,0.016,0.684,mod
8.694,7.817,7.716,8.331,8.812,0.259,0.302,0.403,0.141,0.213,mod
7.818,7.520,8.692,13.772,16.645,0.112,0.470,0.315,0.098,0.054,mod
3.951,6.730,7.823,5.367,5.665,0.198,0.031,0.087,0.127,0.292,mod
11.392,14.053,12.440,5.273,6.602,0.275,0.015,0.037,0.041,0.043,mod
11.994,8.232,7.625,7.509,6.714,0.096,0.260,0.119,0.273,0.281,mod
6.839,9.831,8.440,7.465,8.732,0.129,0.078,0.080,0.067,0.108,mod
6.579,5.512,6.623,6.747,6.978,0.095,0.322,0.180,0.171,0.471,mod
5.671,6.363,8.435,8.057,7.532,0.134,0.322,0.011,0.452,0.354,mod
12.466,10.852,7.903,7.485,8.516,0.049,0.061,0.052,0.094,0.189,mod
13.519,8.219,6.992,8.186,9.451,0.261,0.073,0.570,0.066,0.018,mod
5.238,7.346,8.573,9.955,5.199,0.157,0.163,0.068,0.173,0.319,mod
8.417,8.784,7.288,9.850,11.811,0.060,0.034,0.106,0.024,0.060,mod
8.448,6.225,8.619,8.867,6.666,0.055,0.179,0.154,0.045,0.033,mod
18.735,17.406,12.339,8.702,8.378,0.046,0.057,0.251,0.088,0.124,mod
8.129,8.112,13.683,16.073,11.633,0.126,0.145,0.041,0.018,0.215,mod
8.218,7.120,7.699,7.413,8.832,0.062,0.073,0.133,0.565,0.023,mod
6.944,12.004,12.567,6.811,9.026,0.205,0.114,0.037,0.173,0.021,mod
8.841,10.341,10.600,12.160,7.205,0.029,0.021,0.087,0.008,0.040,mod
5.985,7.002,7.639,9.631,9.614,0.280,0.303,0.012,0.246,0.034,mod
14.047,10.933,17.354,11.995,13.037,0.009,0.008,0.007,0.025,0.001,mod
5.919,5.463,5.833,6.735,6.553,0.081,0.073,0.302,0.263,0.303,mod
6.385,5.947,4.745,5.142,5.415,0.019,0.029,0.232,0.332,0.310,mod
7.800,9.500,9.400,9.800,6.571,0.000,0.667,0.000,0.000,0.143,mod
8.555,11.568,15.324,9.751,8.630,0.130,0.151,0.021,0.086,0.047,mod
10.215,7.195,8.105,6.916,6.248,0.065,0.226,0.040,0.065,0.395,mod
6.880,8.528,11.412,12.964,8.752,0.580,0.112,0.341,0.028,0.034,mod
11.749,8.553,9.859,10.367,15.228,0.035,0.007,0.002,0.068,0.018,mod
5.689,6.061,7.660,8.243,7.016,0.332,0.200,0.017,0.148,0.098,mod
8.468,8.167,9.422,6.202,8.266,0.043,0.077,0.086,0.028,0.038,mod
8.051,10.876,8.370,11.932,9.966,0.213,0.004,0.194,0.003,0.027,mod
11.582,6.826,8.243,8.650,8.226,0.034,0.386,0.182,0.175,0.120,mod
10.406,10.417,8.063,9.919,11.825,0.211,0.025,0.517,0.023,0.015,mod
15.500,16.596,18.735,17.406,12.339,0.064,0.023,0.046,0.057,0.251,mod
5.951,5.980,6.832,7.279,6.815,0.156,0.124,0.170,0.169,0.047,mod
15.792,16.459,12.117,5.333,7.948,0.058,0.138,0.055,0.301,0.051,mod
8.070,11.584,9.258,3.909,7.858,0.041,0.009,0.150,0.311,0.095,mod
10.889,10.356,9.269,9.339,6.795,0.084,0.235,0.058,0.155,0.135,mod
11.027,7.945,8.216,8.312,9.710,0.051,0.213,0.301,0.060,0.256,mod
7.928,4.487,7.865,5.263,6.166,0.121,0.126,0.055,0.191,0.069,mod
5.242,6.315,7.681,10.211,7.381,0.393,0.035,0.010,0.019,0.077,mod
6.842,8.401,10.211,7.426,6.749,0.360,0.181,0.086,0.441,0.133,mod
