q1,q2,q3,q4,q5,mis1,mis2,mis3,mis4,mis5,sample,prediction,dist,ProbM,ProbU
10.342,14.27,12.494000000000002,16.868,20.361,0.092,0.016,0.12,0.065,0.024,mod,unm,0.8106324307346151,0.31200585508656264,0.6879941449134377
9.371,7.233,10.027000000000001,12.639000000000001,8.652000000000001,0.34299999999999997,0.569,0.019,0.033,0.03,mod,unm,0.004251653043923831,0.49393060503305786,0.5060693949669421
6.335,6.063,7.74,8.613,9.992,0.09,0.11199999999999999,0.079,0.125,0.136,mod,mod,-0.7432930672494384,0.6620628209312276,0.3379371790687724
5.766,6.502999999999999,7.44,8.654,12.145,0.115,0.522,0.04,0.040999999999999995,0.02,mod,mod,-0.8413531553772193,0.6855688188292309,0.3144311811707694
7.206,5.665,10.479000000000001,10.604000000000001,7.265,0.327,0.07200000000000001,0.005,0.032,0.23399999999999999,mod,unm,0.15199551890806706,0.45889052097044014,0.5411094790295597
6.022,7.484,7.3629999999999995,6.361000000000001,7.615,0.10400000000000001,0.07400000000000001,0.27,0.027000000000000003,0.255,mod,mod,-0.8665219111620379,0.6907027983269785,0.30929720167302155
13.792,7.925,11.276,10.309000000000001,11.008,0.012,0.040999999999999995,0.13,0.047,0.08900000000000001,mod,unm,0.4125084818382456,0.3974007597093008,0.6025992402906992
4.837,5.233,5.546,6.416,5.968999999999999,0.11,0.083,0.125,0.040999999999999995,0.163,mod,mod,-1.4604391634026248,0.7970462061346658,0.20295379386533402
6.357,11.075999999999999,16.225,9.551,8.216000000000001,0.061,0.11199999999999999,0.011000000000000001,0.038,0.034,mod,unm,2.0301730350021225,0.12440655611181538,0.8755934438881847
9.026,8.597000000000001,10.790999999999999,12.658,12.834000000000001,0.096,0.259,0.191,0.151,0.165,mod,unm,0.2539780060138819,0.43480192316703326,0.5651980768329669
7.716,7.502000000000001,9.846,13.908,12.08,0.095,0.046,0.10099999999999999,0.055,0.043,mod,mod,-0.054911263678447675,0.5079884570638313,0.4920115429361687
6.332999999999999,6.143,6.4670000000000005,8.375,7.9670000000000005,0.0,0.0,0.0,0.0,0.0,mod,mod,-1.1593946983493728,0.7468320788353809,0.253167921164619
12.186,7.192,7.965,6.7,7.317,0.005,0.016,0.004,0.055,0.376,mod,mod,-0.6697479962158459,0.6471249443340727,0.35287505566592714
7.218,6.324,5.647,7.485,8.308,0.126,0.115,0.5579999999999999,0.042,0.028999999999999998,mod,mod,-1.4274255987252493,0.7919227554690536,0.2080772445309465
10.454,10.58,7.013999999999999,8.207,6.787999999999999,0.095,0.032,0.043,0.05,0.19899999999999998,mod,mod,-0.9805984761926956,0.7133762747067074,0.2866237252932926
7.631,12.58,11.546,13.105,13.684000000000001,0.364,0.006,0.01,0.035,0.10099999999999999,mod,unm,0.500762563453379,0.37648121738757734,0.6235187826124226
14.974,14.019,17.343,17.319000000000003,14.342,0.081,0.016,0.006999999999999999,0.035,0.07,mod,unm,2.3956102882439163,0.09119919234870931,0.9088008076512908
9.238,7.443,6.476,7.435,6.194,0.187,0.35200000000000004,0.203,0.065,0.145,mod,mod,-1.1564528956573517,0.7463030202949175,0.25369697970508254
7.711,10.339,9.552,13.288,20.149,0.09300000000000001,0.08800000000000001,0.028999999999999998,0.025,0.016,mod,mod,-0.151010147931955,0.5307794086550521,0.4692205913449478
12.998,15.854000000000001,9.902999999999999,8.79,11.333,0.044000000000000004,0.035,0.32799999999999996,0.21,0.068,mod,mod,-0.036279848633554046,0.5,0.5
13.171,10.75,9.476,6.87,9.281,0.071,0.071,0.42,0.23399999999999999,0.193,mod,mod,-0.17585203426516127,0.5366490943674007,0.4633509056325993
6.382999999999999,6.027,7.377000000000001,8.834,12.751,0.031,0.37200000000000005,0.057,0.7440000000000001,0.021,mod,mod,-0.8619457729918016,0.6897727915329336,0.3102272084670664
6.475,6.983,4.454,4.958,8.004,0.11,0.08900000000000001,0.154,0.064,0.115,mod,mod,-1.8173778783440815,0.8464740658853228,0.15352593411467713
7.297000000000001,8.372,7.528,8.215,10.253,0.27699999999999997,0.318,0.29100000000000004,0.092,0.021,mod,mod,-0.8125888608177538,0.6796454007059606,0.32035459929403953
5.539,5.821000000000001,7.284,8.735,10.552,0.032,0.185,0.14,0.012,0.013999999999999999,mod,mod,-0.8923443971921463,0.6959216568405061,0.3040783431594938
6.787000000000001,8.999,10.999,11.64,8.302999999999999,0.09,0.049,0.122,0.063,0.076,mod,unm,0.3219663329712441,0.4187697699001324,0.5812302300998675
11.299000000000001,8.719,8.584,8.235,8.529,0.17,0.27699999999999997,0.153,0.149,0.098,mod,mod,-0.4674173578768537,0.6037688994097443,0.39623110059025557
9.462,8.753,6.515,8.488999999999999,8.353,0.062,0.026000000000000002,0.142,0.032,0.063,mod,mod,-1.1437050839773084,0.7440020135487622,0.25599798645123767
6.098,6.746,8.256,7.961,7.24,0.34600000000000003,0.098,0.087,0.06,0.19899999999999998,mod,mod,-0.5746297208410445,0.6271454729385456,0.3728545270614545
10.843,7.926,6.745,6.071000000000001,10.503,0.015,0.11599999999999999,0.083,0.264,0.006,mod,mod,-1.0685256860843273,0.7301561534019505,0.2698438465980494
8.175,8.638,4.678,6.516,7.403,0.087,0.061,0.023,0.023,0.02,mod,mod,-1.7441596775403303,0.8372101340456422,0.16278986595435793
6.32,4.152,6.547999999999999,5.539,5.821000000000001,0.25,0.11699999999999999,0.11900000000000001,0.032,0.185,mod,mod,-1.1329184765850888,0.7420443473826323,0.25795565261736775
8.399,6.601,8.762,7.813,7.632999999999999,0.21600000000000003,0.301,0.012,0.07400000000000001,0.235,mod,mod,-0.4092350412154664,0.5907365796602925,0.40926342033970736
17.41,14.095,5.91,5.492999999999999,7.097,0.024,0.055,0.024,0.08900000000000001,0.07,mod,mod,-1.34145959238134,0.7781370185090689,0.22186298149093103
7.756,8.022,7.3420000000000005,5.999,6.96,0.129,0.19399999999999998,0.045,0.35600000000000004,0.183,mod,mod,-0.8733861157055562,0.6920949158938148,0.307905084106185
13.48,10.08,8.45,8.863,11.437000000000001,0.027999999999999997,0.166,0.12,0.36700000000000005,0.07200000000000001,mod,mod,-0.5112175287700884,0.6134238806865276,0.3865761193134724
9.094,7.515,8.947000000000001,9.897,17.833,0.012,0.47700000000000004,0.07400000000000001,0.02,0.027000000000000003,mod,mod,-0.3487646554301156,0.5769670033593207,0.4230329966406792
12.63,10.612,13.882,8.841000000000001,7.644,0.092,0.23199999999999998,0.017,0.031,0.45,mod,unm,1.2643237604979172,0.22757246146180649,0.7724275385381935
8.008,7.8420000000000005,6.593999999999999,7.912000000000001,6.487,0.109,0.18,0.024,0.162,0.312,mod,mod,-1.1178825992412404,0.7392992336199706,0.26070076638002937
7.575,6.836,7.402,10.008,8.622,0.18899999999999997,0.175,0.397,0.04,0.46399999999999997,mod,mod,-0.8537741005259809,0.688108246965869,0.31189175303413086
8.677,8.597999999999999,8.585,6.973,7.0760000000000005,0.067,0.361,0.045,0.20199999999999999,0.15,mod,mod,-0.46709049239491574,0.6036963280071092,0.39630367199289074
12.731,11.243,8.14,11.568,7.513,0.015,0.039,0.07400000000000001,0.037000000000000005,0.349,mod,mod,-0.6125462878865582,0.6351982257934705,0.36480177420652954
8.742,7.347,6.541,6.707000000000001,4.756,0.17800000000000002,0.27,0.17600000000000002,0.413,0.087,mod,mod,-1.1352065455972413,0.7424604250434172,0.2575395749565828
11.657,8.399,6.601,8.762,7.813,0.044000000000000004,0.21600000000000003,0.301,0.012,0.07400000000000001,mod,mod,-1.1155945293206306,0.7388798447029794,0.26112015529702065
6.565,5.61,11.56,14.595999999999998,10.389000000000001,0.02,0.03,0.003,0.003,0.006,mod,unm,0.5053387005418708,0.3753926117078633,0.6246073882921368
8.302999999999999,7.136,5.8020000000000005,8.48,11.743,0.076,0.151,0.044000000000000004,0.013000000000000001,0.005,mod,mod,-1.3767612249844339,0.7838757938881518,0.216124206111848
6.1160000000000005,5.818,5.932,5.406000000000001,4.899,0.409,0.26,0.16699999999999998,0.195,0.207,mod,mod,-1.3342685174033582,0.7769547454900212,0.22304525450997878
14.645999999999999,12.312999999999999,12.177999999999999,7.156000000000001,5.987,0.051,0.008,0.023,0.017,0.033,mod,unm,0.7073424712300502,0.3334595830298109,0.6665404169701892
9.302999999999999,13.72,13.556,7.162999999999999,7.641,0.268,0.032,0.024,0.213,0.040999999999999995,mod,unm,1.1577651377626816,0.24587360221727153,0.7541263977827286
5.975,7.212000000000001,7.129,7.85,10.635,0.11599999999999999,0.114,0.414,0.311,0.018000000000000002,mod,mod,-0.9430087757015562,0.706015277892909,0.2939847221070909
9.404,8.638,5.727,8.981,13.249,0.08199999999999999,0.146,0.218,0.17800000000000002,0.061,mod,mod,-1.4012762449009832,0.7877973489155875,0.21220265108441225
9.297,13.21,8.842,9.13,7.507999999999999,0.005,0.004,0.006,0.36,0.363,mod,mod,-0.38308568315629454,0.5848084306334218,0.4151915693665781
9.543,12.014000000000001,14.955,10.276,10.076,0.301,0.055999999999999994,0.045,0.049,0.35600000000000004,mod,unm,1.6150520031913524,0.17423992268292338,0.8257600773170767
8.829,16.327,15.667,10.86,16.256,0.068,0.004,0.040999999999999995,0.14800000000000002,0.052000000000000005,mod,unm,1.8477812719519315,0.14460046929613465,0.8553995307038654
13.14,8.933,6.968,6.316,6.476,0.21600000000000003,0.23800000000000002,0.11800000000000001,0.14,0.177,mod,mod,-0.9956343564618626,0.7162896044878988,0.2837103955121013
8.25,6.296,12.65,21.493000000000002,21.253,0.109,0.085,0.05,0.01,0.015,mod,unm,0.8616236742009855,0.30169762774316655,0.6983023722568334
6.837000000000001,7.263,7.91,10.567,13.985,0.08800000000000001,0.11800000000000001,0.05,0.11599999999999999,0.063,mod,mod,-0.687725687564039,0.6508176512932468,0.34918234870675324
7.21,7.987,7.8629999999999995,5.774,4.992,0.131,0.107,0.32,0.17300000000000001,0.212,mod,mod,-0.7030884321820698,0.653952073003259,0.34604792699674114
10.347000000000001,12.259,10.805,12.285,10.925,0.326,0.051,0.435,0.062,0.152,mod,unm,0.2585541437162826,0.4337225046865926,0.5662774953134075
8.767000000000001,6.441,6.978,7.206,7.267,0.018000000000000002,0.019,0.033,0.025,0.013999999999999999,mod,mod,-0.992365684307301,0.7156577943677447,0.2843422056322555
6.482,7.062,5.881,6.638,8.321,0.364,0.049,0.03,0.26,0.124,mod,mod,-1.350938733551586,0.7796886131622195,0.2203113868377806
6.8389999999999995,8.918,8.487,9.495,9.342,0.255,0.022000000000000002,0.177,0.05,0.07200000000000001,mod,mod,-0.4991234561041713,0.6107719845061489,0.3892280154938512
12.86,6.57,7.74,6.224,9.961,0.045,0.08199999999999999,0.127,0.061,0.166,mod,mod,-0.7432930672494384,0.6620628209312276,0.3379371790687724
10.806,9.374,10.913,9.64,10.264000000000001,0.18600000000000003,0.023,0.111,0.046,0.027000000000000003,mod,unm,0.2938557724206712,0.42539772554172933,0.5746022744582706
6.6129999999999995,6.059,8.064,6.7860000000000005,6.983,0.255,0.345,0.092,0.451,0.382,mod,mod,-0.6373881752127479,0.6404108527568584,0.35958914724314167
5.409,8.544,9.25,5.182,8.367,0.095,0.026000000000000002,0.053,0.221,0.013999999999999999,mod,mod,-0.2497239668768847,0.5540106482702616,0.44598935172973847
5.5360000000000005,6.591,8.265,9.891,11.157,0.113,0.071,0.076,0.14800000000000002,0.201,mod,mod,-0.5716879174497214,0.626515864960578,0.37348413503942196
8.971,7.2989999999999995,9.896,9.985,9.208,0.14300000000000002,0.314,0.06,0.114,0.17300000000000001,mod,mod,-0.038567913778137175,0.5,0.5
9.559,6.641,8.413,9.014,7.876,0.015,0.175,0.44,0.16399999999999998,0.109,mod,mod,-0.5233116073436284,0.6160648077958019,0.3839351922041982
5.521,6.6339999999999995,7.335,7.94,8.633,0.077,0.03,0.624,0.10800000000000001,0.406,mod,mod,-0.875674183544489,0.6925581813310004,0.3074418186689997
9.99,8.728,7.608,7.942,6.944,0.034,0.163,0.268,0.309,0.166,mod,mod,-0.7864395058814599,0.670619890488951,0.3293801095110491
6.357,6.6979999999999995,7.691,7.311,6.196000000000001,0.018000000000000002,0.027999999999999997,0.015,0.002,0.244,mod,mod,-0.7593095473692406,0.6652569850724706,0.3347430149275295
7.037999999999999,7.689,8.823,11.145999999999999,10.552999999999999,0.015,0.377,0.11800000000000001,0.138,0.047,mod,mod,-0.38929616063046435,0.5862201202962855,0.41377987970371455
8.465,6.603,7.577000000000001,7.379,8.539,0.162,0.355,0.08900000000000001,0.28,0.049,mod,mod,-0.7965723815825916,0.6726076534185985,0.32739234658140154
8.445,9.14,9.699,9.161,7.591,0.207,0.406,0.044000000000000004,0.079,0.136,mod,mod,-0.10296070403864999,0.5193963054303578,0.48060369456964236
6.645,5.479,9.8,10.54,9.499,0.10800000000000001,0.146,0.013999999999999999,0.027999999999999997,0.126,mod,mod,-0.06994713904580774,0.5115599357963058,0.4884400642036944
9.84,11.644,7.106,6.917999999999999,6.784,0.052000000000000005,0.129,0.09,0.102,0.053,mod,mod,-0.9505267143352816,0.7074962837903579,0.292503716209642
6.642,6.33,8.126,6.79,8.262,0.023,0.335,0.028999999999999998,0.172,0.012,mod,mod,-0.6171224233127779,0.6361622363567866,0.3638377636432134
9.26,9.996,7.894,5.843999999999999,5.081,0.11699999999999999,0.19899999999999998,0.225,0.05,0.079,mod,mod,-0.6929555558820502,0.6518868771054723,0.34811312289452767
7.2010000000000005,8.304,9.525,8.637,9.006,0.066,0.19,0.11699999999999999,0.32799999999999996,0.027000000000000003,mod,mod,-0.15983554999215155,0.5328661209502604,0.4671338790497396
6.085,6.502999999999999,5.425,3.8139999999999996,7.07,0.317,0.07,0.16399999999999998,0.171,0.023,mod,mod,-1.4999900644090465,0.8030596313691252,0.19694036863087494
14.103,11.835999999999999,8.913,9.493,9.474,0.034,0.066,0.168,0.462,0.078,mod,mod,-0.3598781306657619,0.579513345218851,0.4204866547811489
9.607000000000001,12.92,12.22,6.072,6.065,0.051,0.068,0.07200000000000001,0.042,0.031,mod,unm,0.7210708803221744,0.33056556112107416,0.6694344388789261
6.159,6.843,6.897,6.919,5.752000000000001,0.049,0.135,0.142,0.05,0.221,mod,mod,-1.0188419109519762,0.7207509746593636,0.2792490253406364
8.823,6.754,7.624,5.117,6.599,0.015,0.006999999999999999,0.045,0.209,0.163,mod,mod,-0.7812096328490119,0.6695907134060576,0.3304092865939424
8.917,7.2139999999999995,7.568,7.662999999999999,8.027000000000001,0.158,0.26899999999999996,0.179,0.602,0.055999999999999994,mod,mod,-0.7995141819989149,0.6769335260645462,0.32306647393545385
7.507999999999999,8.022,8.012,7.827000000000001,9.867,0.363,0.033,0.011000000000000001,0.06,0.045,mod,mod,-0.6543852563526675,0.6439482087979148,0.3560517912020852
5.445,6.178,7.468999999999999,6.974,7.313,0.14800000000000002,0.31,0.09,0.139,0.309,mod,mod,-0.8318740118533716,0.6836233257845599,0.3163766742154403
9.019,9.241,11.853,8.823,11.543,0.075,0.509,0.009000000000000001,0.293,0.027000000000000003,mod,unm,0.6011107150624477,0.35249185643460834,0.6475081435653915
10.399000000000001,10.731,8.93,11.832,11.91,0.016,0.025,0.14800000000000002,0.04,0.057,mod,mod,-0.35432138972639304,0.5782410130182148,0.4217589869817852
9.527999999999999,10.152999999999999,8.829,16.327,15.667,0.028999999999999998,0.105,0.068,0.004,0.040999999999999995,mod,mod,-0.38733495546159613,0.5857745711507564,0.4142254288492437
8.765,8.527999999999999,6.6160000000000005,4.905,6.15,0.081,0.084,0.076,0.145,0.062,mod,mod,-1.1106915227801855,0.7379796864697704,0.2620203135302297
21.698,11.728,13.498,6.962999999999999,5.656000000000001,0.002,0.6729999999999999,0.008,0.27399999999999997,0.204,mod,unm,1.1388068553345372,0.2492310480415442,0.7507689519584559
9.142000000000001,9.607999999999999,12.177,9.872,7.935,0.106,0.289,0.073,0.251,0.22,mod,unm,0.7070156003640884,0.3335286434393227,0.6664713565606774
9.955,10.078,11.644,9.732000000000001,10.719000000000001,0.32299999999999995,0.28,0.02,0.024,0.023,mod,unm,0.5327955147687371,0.3688510861948242,0.6311489138051758
10.908,8.65,7.082999999999999,10.636,9.52,0.018000000000000002,0.046,0.47700000000000004,0.047,0.214,mod,mod,-0.9580446547017223,0.7089729045380679,0.29102709546193195
5.149,6.82,8.445,13.43,18.221,0.013999999999999999,0.14300000000000002,0.027000000000000003,0.002,0.006,mod,mod,-0.5128518643117408,0.6137814075141287,0.3862185924858714
7.021,7.172999999999999,8.404,9.799,8.235,0.11199999999999999,0.125,0.14400000000000002,0.047,0.131,mod,mod,-0.5262534102798773,0.6167055187648326,0.3832944812351675
8.951,15.757,18.832,13.001,7.312,0.128,0.019,0.009000000000000001,0.19699999999999998,0.17600000000000002,mod,unm,2.8823151797924718,0.059447084563121276,0.9405529154368788
10.833,10.700999999999999,11.057,10.345999999999998,9.246,0.004,0.040999999999999995,0.022000000000000002,0.079,0.096,mod,unm,0.3409246215450432,0.4142991340166212,0.5857008659833789
8.38,7.093,8.855,8.011000000000001,8.045,0.111,0.071,0.094,0.091,0.027000000000000003,mod,mod,-0.378836412321788,0.5838412255354465,0.4161587744645535
9.186,12.074000000000002,10.693,6.462999999999999,6.695,0.046,0.057999999999999996,0.038,0.057,0.038,mod,unm,0.2219450472838682,0.4423606757630411,0.5576393242369589
13.071,12.102,7.513,10.141,14.868,0.005,0.831,0.109,0.091,0.005,mod,mod,-0.8174918680358294,0.680659246237393,0.319340753762607
6.792000000000001,5.912000000000001,6.171,6.938,7.154,0.253,0.161,0.14400000000000002,0.297,0.184,mod,mod,-1.2561473166960289,0.7638225635665853,0.23617743643341496
8.354,9.852,9.019,9.241,11.853,0.133,0.065,0.075,0.509,0.009000000000000001,mod,mod,-0.3252302368855302,0.5715532409671777,0.4284467590328222
13.290999999999999,14.887,17.435,13.369000000000002,8.276,0.073,0.025,0.025,0.043,0.115,mod,unm,2.4256820547792595,0.08885740813012222,0.9111425918698777
11.239,11.434000000000001,12.772,12.027999999999999,13.525,0.021,0.09699999999999999,0.086,0.196,0.12,mod,unm,0.9015014451299246,0.2937724262139941,0.7062275737860056
7.357,6.86,6.949,9.916,13.386,0.035,0.496,0.44799999999999995,0.10099999999999999,0.034,mod,mod,-1.0018448295698326,0.7174877039701256,0.2825122960298743
6.035,10.263,9.502,6.537999999999999,6.468999999999999,0.126,0.049,0.022000000000000002,0.057,0.16699999999999998,mod,mod,-0.16735349284776557,0.5346424790996366,0.4653575209003632
9.187999999999999,6.9479999999999995,5.869,6.5360000000000005,6.904,0.13,0.177,0.052000000000000005,0.184,0.185,mod,mod,-1.3548611367284584,0.7803283708461045,0.21967162915389535
10.267999999999999,11.549000000000001,7.781000000000001,8.789,10.773,0.033,0.015,0.048,0.043,0.28800000000000003,mod,mod,-0.7298915229524274,0.6593740126864917,0.3406259873135083
9.82,6.603,7.2010000000000005,8.304,9.525,0.22399999999999998,0.16,0.066,0.19,0.11699999999999999,mod,mod,-0.9194743578824633,0.7013509385523095,0.2986490614476904
6.334,6.617000000000001,6.106,6.854,8.132,0.14800000000000002,0.426,0.09300000000000001,0.149,0.133,mod,mod,-1.2773936702825628,0.7674462564247472,0.23255374357525274
5.038,8.279,8.238,7.272,9.515,0.18100000000000002,0.16699999999999998,0.17300000000000001,0.588,0.006999999999999999,mod,mod,-0.5805133247011431,0.6284026177249065,0.37159738227509337
12.277000000000001,7.807,9.696,7.066,6.792000000000001,0.023,0.564,0.008,0.266,0.248,mod,mod,-0.1039413021417337,0.5196289171093816,0.4803710828906183
13.347000000000001,13.155,11.477,9.827,8.561,0.008,0.027999999999999997,0.034,0.059000000000000004,0.251,mod,unm,0.4782087374778152,0.3818401657489829,0.6181598342510173
8.089,6.016,9.352,9.287,11.314,0.052000000000000005,0.11599999999999999,0.042,0.094,0.038,mod,mod,-0.21638354128958692,0.5461947761573218,0.45380522384267824
14.802999999999999,10.512,13.087,8.818999999999999,9.942,0.10099999999999999,0.247,0.043,0.045,0.115,mod,unm,1.0044645348346544,0.2738841046223919,0.7261158953776083
11.887,13.335999999999999,8.085,10.21,11.755,0.057,0.009000000000000001,0.042,0.14800000000000002,0.016,mod,mod,-0.6305239722076399,0.6389755735522995,0.3610244264477006
8.011000000000001,8.045,10.602,7.374,9.057,0.091,0.027000000000000003,0.102,0.29100000000000004,0.20600000000000002,mod,unm,0.1922001559260602,0.4493851546619143,0.5506148453380856
13.854000000000001,8.236,8.116,8.618,12.126,0.037000000000000005,0.043,0.095,0.526,0.011000000000000001,mod,mod,-0.6203910945378359,0.6368497702065672,0.36315022979343264
7.445,6.912999999999999,5.792000000000001,6.579,4.7410000000000005,0.265,0.18899999999999997,0.077,0.035,0.094,mod,mod,-1.3800298926462622,0.7844016857645092,0.2155983142354909
9.133,11.445,11.21,9.455,6.803,0.20600000000000002,0.217,0.187,0.18899999999999997,0.237,mod,unm,0.39093526462713246,0.40249775634508855,0.5975022436549112
7.617000000000001,8.931000000000001,8.227,9.094,8.087,0.34,0.027000000000000003,0.027999999999999997,0.013000000000000001,0.037000000000000005,mod,mod,-0.5841088562523273,0.629169509095671,0.37083049090432896
8.686,9.681000000000001,6.803999999999999,5.062,7.385,0.078,0.08,0.113,0.156,0.067,mod,mod,-1.0492405390257735,0.7265292614859284,0.2734707385140715
7.547999999999999,9.818999999999999,10.228,12.345999999999998,12.255,0.128,0.049,0.032,0.046,0.047,mod,unm,0.06995191618504837,0.47832974789107535,0.5216702521089248
5.769,5.635,8.295,11.045,6.577000000000001,0.52,0.146,0.016,0.035,0.069,mod,mod,-0.5618819070980399,0.6244122095526581,0.37558779044734186
7.292000000000001,11.032,20.694000000000003,15.389000000000001,9.011000000000001,0.081,0.03,0.0,0.001,0.008,mod,unm,3.4909414487365504,0.034251402485791664,0.9657485975142082
7.07,8.105,5.426,5.86,6.436,0.023,0.10400000000000001,0.15,0.29600000000000004,0.11699999999999999,mod,mod,-1.499663197398447,0.8030104893573832,0.1969895106426167
15.43,7.575,6.215,8.463,10.795,0.03,0.046,0.508,0.067,0.006999999999999999,mod,mod,-1.2417651727683667,0.7613475622200595,0.2386524377799404
10.708,9.593,7.566,8.213,5.218999999999999,0.0,0.0,0.046,0.0,0.005,mod,mod,-0.8001679160133071,0.6770694047698826,0.32293059523011725
8.526,9.561,12.69,15.333,11.197000000000001,0.059000000000000004,0.066,0.075,0.044000000000000004,0.387,mod,unm,0.8746983551905041,0.2990858359777411,0.7009141640222586
8.17,9.205,10.56,12.831,9.452,0.10800000000000001,0.07,0.37799999999999995,0.051,0.042,mod,unm,0.1784717412623147,0.4526294155951893,0.5473705844048107
9.397,11.751,11.190999999999999,10.977,12.79,0.184,0.004,0.008,0.114,0.016,mod,unm,0.38472478838278423,0.40396423983455915,0.5960357601654409
6.4079999999999995,7.313,8.362,9.149,6.74,0.10800000000000001,0.121,0.016,0.023,0.019,mod,mod,-0.5399818241132399,0.6196867360372807,0.3803132639627194
5.308,10.475,10.898,7.965,9.222999999999999,0.33899999999999997,0.025,0.02,0.03,0.005,mod,unm,0.2889527752258809,0.4265537845003342,0.5734462154996659
6.206,6.867999999999999,4.471,6.968,5.83,0.09,0.10099999999999999,0.145,0.036000000000000004,0.17,mod,mod,-1.811821138555195,0.8457864115330996,0.1542135884669003
8.471,8.626,10.524000000000001,9.914,9.599,0.147,0.349,0.027999999999999997,0.018000000000000002,0.044000000000000004,mod,unm,0.1667045370798954,0.4554114079995103,0.5445885920004897
11.106,9.638,12.946,10.94,9.725,0.015,0.368,0.024,0.011000000000000001,0.065,mod,unm,0.9583762973048815,0.28268245608830156,0.7173175439116986
18.354,13.524000000000001,10.597999999999999,7.402,7.215,0.02,0.107,0.04,0.218,0.124,mod,unm,0.19089268744059584,0.4496940690545886,0.5503059309454115
7.989,10.282,9.927,9.002,12.036,0.374,0.07400000000000001,0.09,0.033,0.044000000000000004,mod,mod,-0.028435040059377137,0.5,0.5
9.711,8.213,8.488999999999999,11.690999999999999,8.835,0.054000000000000006,0.121,0.26899999999999996,0.016,0.075,mod,mod,-0.4984697165225773,0.6106283281701628,0.3893716718298371
6.643,6.5760000000000005,5.615,6.796,8.234,0.285,0.10400000000000001,0.402,0.318,0.235,mod,mod,-1.4378853440935435,0.7935562759203465,0.20644372407965325
14.65,13.982999999999999,12.823,18.783,12.14,0.059000000000000004,0.04,0.87,0.015,0.087,mod,unm,0.918171660287272,0.2904956859374541,0.7095043140625458
15.671,9.538,9.789,12.807,13.814,0.057999999999999996,0.02,0.591,0.044000000000000004,0.047,mod,mod,-0.07354268152626187,0.5124138056454967,0.4875861943545033
6.487,7.882000000000001,9.765,8.507,7.473,0.312,0.212,0.03,0.28800000000000003,0.19699999999999998,mod,mod,-0.08138748460382228,0.5142764943618884,0.48572350563811173
5.44,5.807,6.399,9.62,12.265,0.129,0.08900000000000001,0.10800000000000001,0.462,0.003,mod,mod,-1.1816216490086182,0.7508057825688829,0.2491942174311172
9.876,9.183,6.468999999999999,7.167000000000001,7.518,0.019,0.011000000000000001,0.171,0.09300000000000001,0.077,mod,mod,-1.1587409639801356,0.7467145732438162,0.25328542675618393
8.466000000000001,9.516,7.899,8.229,8.012,0.19399999999999998,0.086,0.203,0.515,0.183,mod,mod,-0.6913212186747861,0.6515529861444674,0.34844701385553256
11.933,11.984000000000002,8.915,7.855,8.19,0.185,0.018000000000000002,0.125,0.076,0.081,mod,mod,-0.35922439422321784,0.579363746634321,0.4206362533656791
7.784,6.0920000000000005,9.058,9.115,8.263,0.032,0.203,0.008,0.022000000000000002,0.15,mod,mod,-0.31248241976419333,0.5686092056363047,0.43139079436369515
12.315999999999999,12.717,9.907,9.806000000000001,11.629000000000001,0.033,0.027999999999999997,0.307,0.177,0.008,mod,mod,-0.034972378148864,0.5,0.5
9.342,9.537,13.899000000000001,22.66,14.731,0.045,0.04,0.026000000000000002,0.002,0.033,mod,unm,1.2698805029999969,0.226644821825572,0.7733551781744279
6.94,7.667999999999999,7.351,9.136000000000001,7.9879999999999995,0.198,0.042,0.262,0.157,0.244,mod,mod,-0.870444312353924,0.6914987195947083,0.30850128040529196
8.295,11.045,6.577000000000001,5.478,7.773,0.016,0.035,0.069,0.059000000000000004,0.02,mod,mod,-1.1234393348596532,0.7403159314229486,0.25968406857705134
11.710999999999999,9.825,5.406000000000001,7.362,7.437,0.6,0.27899999999999997,0.294,0.021,0.068,mod,mod,-1.506200538799205,0.8039915719344939,0.19600842806550606
8.975,6.4510000000000005,7.2379999999999995,7.454,12.61,0.027999999999999997,0.18899999999999997,0.038,0.547,0.017,mod,mod,-0.9073802768859158,0.6989375291782604,0.3010624708217397
8.273,7.784,6.0920000000000005,9.058,9.115,0.01,0.032,0.203,0.008,0.022000000000000002,mod,mod,-1.2819698066032563,0.7682216516194856,0.23177834838051453
6.794,7.235,9.06,10.282,9.932,0.03,0.12,0.192,0.07200000000000001,0.16899999999999998,mod,mod,-0.31182869182242623,0.5684580209212999,0.43154197907870023
6.301,7.279,9.049,9.082,10.788,0.18,0.109,0.036000000000000004,0.321,0.045,mod,mod,-0.31542422588128627,0.5692892933763523,0.43071070662364785
6.507000000000001,5.726,7.025,8.743,11.934000000000001,0.153,0.142,0.327,0.157,0.028999999999999998,mod,mod,-0.9770029381246834,0.7126769628932483,0.2873230371067517
7.254,7.943,11.311,7.489,8.124,0.054000000000000006,0.192,0.125,0.297,0.151,mod,unm,0.42394882192263683,0.39469569861929527,0.6053043013807049
7.876,9.137,10.095,8.876,9.908999999999999,0.1,0.031,0.032,0.313,0.012,mod,unm,0.026478608047441732,0.48865035315884736,0.5113496468411526
11.219000000000001,9.121,10.895999999999999,8.744,9.841000000000001,0.235,0.03,0.057,0.006,0.036000000000000004,mod,unm,0.2882990360614892,0.4267079295049638,0.5732920704950362
